3402 E0100; Adobe-Japan1; CID+2443
9F63 E0100; Adobe-Japan1; CID+47358
9F66 E0100; Adobe-Japan1; CID+47364
9F67 E0100; Adobe-Japan1; CID+47367
9F67 E0101; Adobe-Japan1; CID+63093
9F67 E0102; Moji-Joho; CID+47367
9F67 E0103; Moji-Joho; CID+47368
9F68 E0100; Adobe-Japan1; CID+47370
9F69 E0100; Adobe-Japan1; CID+47372
9F6A E0100; Adobe-Japan1; CID+47375
9F6C E0100; Adobe-Japan1; CID+47381
9F6D E0100; Adobe-Japan1; CID+47384
9F6E E0100; Adobe-Japan1; CID+47386
9F6F E0100; Adobe-Japan1; CID+47389
9F70 E0100; Adobe-Japan1; CID+47392
9F71 E0100; Adobe-Japan1; CID+47395
9F72 E0100; Adobe-Japan1; CID+47398
9F73 E0100; Adobe-Japan1; CID+47401
9F75 E0100; Adobe-Japan1; CID+47405
9F76 E0100; Adobe-Japan1; CID+47408
9F76 E0101; Hanyo-Denshi; CID+47408
9F77 E0100; Adobe-Japan1; CID+47411
9F7A E0100; Adobe-Japan1; CID+47418
9F7D E0100; Adobe-Japan1; CID+47425
9F8D E0100; Adobe-Japan1; CID+47443
9F8D E0101; Adobe-Japan1; CID+63094
9F8D E0102; Adobe-Japan1; CID+63095
9F8D E0103; Hanyo-Denshi; CID+47443
9F8D E0104; Hanyo-Denshi; CID+63094
9F8D E0107; Hanyo-Denshi; CID+63095
9F8E E0100; Hanyo-Denshi; CID+47446
9F8F E0100; Adobe-Japan1; CID+47448
9F8F E0101; Hanyo-Denshi; CID+47448
9F90 E0100; Adobe-Japan1; CID+47450
9F90 E0101; Hanyo-Denshi; CID+47450
9F90 E0102; Hanyo-Denshi; CID+47451
9F91 E0100; Adobe-Japan1; CID+47453
9F91 E0101; Hanyo-Denshi; CID+47453
9F92 E0100; Adobe-Japan1; CID+47456
9F94 E0100; Adobe-Japan1; CID+47460
9F94 E0101; Hanyo-Denshi; CID+47460
9F94 E0102; Hanyo-Denshi; CID+47461
9F95 E0100; Adobe-Japan1; CID+47463
9F95 E0101; Hanyo-Denshi; CID+47463
9F95 E0102; Hanyo-Denshi; CID+47464
9F96 E0100; Adobe-Japan1; CID+47466
9F97 E0100; Adobe-Japan1; CID+47468
9F97 E0101; Hanyo-Denshi; CID+47468
9F9A E0100; Hanyo-Denshi; CID+47474
9F9C E0100; Adobe-Japan1; CID+47476
9F9C E0101; Adobe-Japan1; CID+63096
9F9C E0102; Moji-Joho; CID+47476
9F9C E0103; Moji-Joho; CID+47477
9F9C E0104; Moji-Joho; CID+47478
9F9C E0105; Moji-Joho; CID+63097
9F9C E0106; Moji-Joho; CID+47484
9F9C E0107; KRName; CID+47476
9F9C E0108; KRName; CID+63097
9F9D E0100; Adobe-Japan1; CID+47479
9F9D E0101; Adobe-Japan1; CID+63098
9F9D E0102; Hanyo-Denshi; CID+47479
9F9D E0104; Moji-Joho; CID+47479
9F9E E0100; Adobe-Japan1; CID+47481
9FA0 E0100; Adobe-Japan1; CID+47485
9FA1 E0100; Adobe-Japan1; CID+47487
9FA2 E0100; Adobe-Japan1; CID+47489
9FA2 E0101; Hanyo-Denshi; CID+47489
9FA3 E0100; Adobe-Japan1; CID+47491
9FA5 E0100; Adobe-Japan1; CID+47495
9FB4 E0100; Adobe-Japan1; CID+47511
9FBC E0100; Adobe-Japan1; CID+47519
9FBD E0100; Adobe-Japan1; CID+47520
9FBD E0101; Hanyo-Denshi; CID+47520
9FBE E0100; Adobe-Japan1; CID+47521
9FBF E0100; Adobe-Japan1; CID+47522
9FC0 E0100; Adobe-Japan1; CID+47523
9FC1 E0100; Adobe-Japan1; CID+47524
9FC2 E0100; Adobe-Japan1; CID+47526
9FC4 E0100; Adobe-Japan1; CID+47528
9FC4 E0101; Hanyo-Denshi; CID+47528
9FC6 E0100; Adobe-Japan1; CID+47530
9FC6 E0102; Moji-Joho; CID+47530
9FCC E0100; Adobe-Japan1; CID+47537
FA0E E0100; Adobe-Japan1; CID+58870
FA0F E0100; Adobe-Japan1; CID+58872
FA11 E0100; Adobe-Japan1; CID+58875
FA11 E0101; Adobe-Japan1; CID+63099
FA13 E0100; Adobe-Japan1; CID+58878
FA14 E0100; Adobe-Japan1; CID+58879
FA1F E0100; Adobe-Japan1; CID+58891
FA21 E0100; Adobe-Japan1; CID+58895
FA23 E0100; Adobe-Japan1; CID+58897
FA24 E0100; Adobe-Japan1; CID+58898
FA24 E0101; Adobe-Japan1; CID+63100
FA27 E0100; Adobe-Japan1; CID+58902
FA28 E0100; Adobe-Japan1; CID+58904
FA29 E0100; Adobe-Japan1; CID+58906
2000B E0100; Adobe-Japan1; CID+59477
20089 E0100; Adobe-Japan1; CID+59486
2008A E0100; Adobe-Japan1; CID+59487
200A2 E0100; Adobe-Japan1; CID+59490
200A4 E0100; Adobe-Japan1; CID+59491
200B0 E0100; Adobe-Japan1; CID+59492
200F5 E0100; Adobe-Japan1; CID+59500
20158 E0100; Adobe-Japan1; CID+59505
201A2 E0100; Adobe-Japan1; CID+59507
20213 E0100; Adobe-Japan1; CID+59516
2032B E0100; Adobe-Japan1; CID+59532
20371 E0100; Adobe-Japan1; CID+59537
20381 E0100; Adobe-Japan1; CID+59541
203F9 E0100; Adobe-Japan1; CID+59548
2044A E0100; Adobe-Japan1; CID+59554
20509 E0100; Adobe-Japan1; CID+59564
2053F E0100; Adobe-Japan1; CID+59565
205B1 E0100; Adobe-Japan1; CID+59569
205D6 E0100; Adobe-Japan1; CID+59575
20611 E0100; Adobe-Japan1; CID+59579
20628 E0100; Adobe-Japan1; CID+59584
206EC E0100; Adobe-Japan1; CID+59588
2074F E0100; Adobe-Japan1; CID+59591
207C8 E0100; Adobe-Japan1; CID+59593
20807 E0100; Adobe-Japan1; CID+59594
2083A E0100; Adobe-Japan1; CID+59596
208B9 E0100; Adobe-Japan1; CID+59598
2090E E0100; Adobe-Japan1; CID+59600
2097C E0100; Adobe-Japan1; CID+59605
20984 E0100; Adobe-Japan1; CID+59606
2099D E0100; Adobe-Japan1; CID+59607
20A64 E0100; Adobe-Japan1; CID+59611
20AD3 E0100; Adobe-Japan1; CID+59617
20B1D E0100; Adobe-Japan1; CID+59619
20B9F E0100; Adobe-Japan1; CID+59621
20BB7 E0100; Adobe-Japan1; CID+59625
20D45 E0100; Adobe-Japan1; CID+59665
20D58 E0100; Adobe-Japan1; CID+59673
20DE1 E0100; Adobe-Japan1; CID+59685
20E64 E0100; Adobe-Japan1; CID+59697
20E6D E0100; Adobe-Japan1; CID+59698
20E95 E0100; Adobe-Japan1; CID+59709
20F5F E0100; Adobe-Japan1; CID+59733
21201 E0100; Adobe-Japan1; CID+59784
2123D E0100; Adobe-Japan1; CID+59786
21255 E0100; Adobe-Japan1; CID+59788
21274 E0100; Adobe-Japan1; CID+59789
2127B E0100; Adobe-Japan1; CID+59790
212D7 E0100; Adobe-Japan1; CID+59796
212E4 E0100; Adobe-Japan1; CID+59798
212FD E0100; Adobe-Japan1; CID+59799
2131B E0100; Adobe-Japan1; CID+59805
21336 E0100; Adobe-Japan1; CID+59806
21344 E0100; Adobe-Japan1; CID+59809
213C4 E0100; Adobe-Japan1; CID+59816
2146D E0100; Adobe-Japan1; CID+59829
2146E E0100; Adobe-Japan1; CID+59830
215D7 E0100; Adobe-Japan1; CID+59840
21647 E0100; Adobe-Japan1; CID+59846
216B4 E0100; Adobe-Japan1; CID+59849
21706 E0100; Adobe-Japan1; CID+59865
21742 E0100; Adobe-Japan1; CID+59873
218BD E0100; Adobe-Japan1; CID+59931
219C3 E0100; Adobe-Japan1; CID+59959
21A1A E0100; Adobe-Japan1; CID+59962
21C56 E0100; Adobe-Japan1; CID+59972
21D2D E0100; Adobe-Japan1; CID+59977
21D45 E0100; Adobe-Japan1; CID+59978
21D62 E0100; Adobe-Japan1; CID+59982
21D78 E0100; Adobe-Japan1; CID+59983
21D92 E0100; Adobe-Japan1; CID+59985
21D9C E0100; Adobe-Japan1; CID+59986
21DA1 E0100; Adobe-Japan1; CID+59987
21DB7 E0100; Adobe-Japan1; CID+59989
21DE0 E0100; Adobe-Japan1; CID+59993
21E33 E0100; Adobe-Japan1; CID+59998
21E34 E0100; Adobe-Japan1; CID+59999
21F1E E0100; Adobe-Japan1; CID+60009
21F76 E0100; Adobe-Japan1; CID+60012
21FFA E0100; Adobe-Japan1; CID+60016
2217B E0100; Adobe-Japan1; CID+60027
22214 E0100; Hanyo-Denshi; CID+16881
22214 E0101; Hanyo-Denshi; CID+16882
22218 E0100; Adobe-Japan1; CID+60032
2231E E0100; Adobe-Japan1; CID+60034
223AD E0100; Adobe-Japan1; CID+60037
22609 E0100; Adobe-Japan1; CID+60060
226F3 E0100; Adobe-Japan1; CID+60068
2285B E0100; Adobe-Japan1; CID+60084
228AB E0100; Adobe-Japan1; CID+60088
2298F E0100; Adobe-Japan1; CID+60098
22AB8 E0100; Adobe-Japan1; CID+60101
22B46 E0100; Adobe-Japan1; CID+60110
22B4F E0100; Adobe-Japan1; CID+60111
22B50 E0100; Adobe-Japan1; CID+60112
22BA6 E0100; Adobe-Japan1; CID+60114
22C1D E0100; Adobe-Japan1; CID+60117
22C24 E0100; Adobe-Japan1; CID+60118
22DE1 E0100; Adobe-Japan1; CID+60148
22E42 E0100; Adobe-Japan1; CID+60152
22FEB E0100; Adobe-Japan1; CID+60162
231B6 E0100; Adobe-Japan1; CID+60181
231C3 E0100; Adobe-Japan1; CID+60182
231C4 E0100; Adobe-Japan1; CID+60183
231F5 E0100; Adobe-Japan1; CID+60187
23372 E0100; Adobe-Japan1; CID+60214
233CC E0100; Adobe-Japan1; CID+60216
233D0 E0100; Adobe-Japan1; CID+60217
233D2 E0100; Adobe-Japan1; CID+60218
233D3 E0100; Adobe-Japan1; CID+60219
233D5 E0100; Adobe-Japan1; CID+60220
233DA E0100; Adobe-Japan1; CID+60221
233DF E0100; Adobe-Japan1; CID+60223
233E4 E0100; Adobe-Japan1; CID+60224
233FE E0100; Adobe-Japan1; CID+60230
2344A E0100; Adobe-Japan1; CID+60233
2344B E0100; Adobe-Japan1; CID+60234
23451 E0100; Adobe-Japan1; CID+60236
23465 E0100; Adobe-Japan1; CID+60237
234E4 E0100; Adobe-Japan1; CID+60240
2355A E0100; Adobe-Japan1; CID+60245
23594 E0100; Adobe-Japan1; CID+60249
235C4 E0100; Adobe-Japan1; CID+60254
235C4 E0101; Adobe-Japan1; CID+63101
23638 E0100; Adobe-Japan1; CID+60263
23639 E0100; Adobe-Japan1; CID+60264
2363A E0100; Adobe-Japan1; CID+60265
2363A E0101; Adobe-Japan1; CID+63102
2363A E0102; Adobe-Japan1; CID+61667
23647 E0100; Adobe-Japan1; CID+60269
2370C E0100; Adobe-Japan1; CID+60281
2371C E0100; Adobe-Japan1; CID+60283
2373F E0100; Adobe-Japan1; CID+60287
23763 E0100; Adobe-Japan1; CID+60289
23764 E0100; Adobe-Japan1; CID+60290
237E7 E0100; Adobe-Japan1; CID+60299
237F1 E0100; Adobe-Japan1; CID+22417
237FF E0100; Adobe-Japan1; CID+60300
23824 E0100; Adobe-Japan1; CID+60301
2383D E0100; Adobe-Japan1; CID+60303
2383D E0101; Adobe-Japan1; CID+63103
23A98 E0100; Adobe-Japan1; CID+60305
23C7F E0100; Adobe-Japan1; CID+60314
23CBE E0100; Adobe-Japan1; CID+60322
23CFE E0100; Adobe-Japan1; CID+60328
23D00 E0100; Adobe-Japan1; CID+60331
23D0E E0100; Adobe-Japan1; CID+60332
23D40 E0100; Adobe-Japan1; CID+60334
23DD3 E0100; Adobe-Japan1; CID+60346
23DF9 E0100; Adobe-Japan1; CID+60349
23DFA E0100; Adobe-Japan1; CID+60350
23ECC E0101; Hanyo-Denshi; CID+65488
23F7E E0100; Adobe-Japan1; CID+60378
2404B E0100; Adobe-Japan1; CID+60400
24096 E0100; Adobe-Japan1; CID+60407
240A3 E0100; Hanyo-Denshi; CID+65489
24103 E0100; Adobe-Japan1; CID+60411
241C6 E0100; Adobe-Japan1; CID+60432
241FE E0100; Adobe-Japan1; CID+60436
242EE E0100; Adobe-Japan1; CID+60452
242EE E0101; Adobe-Japan1; CID+58972
243BC E0100; Adobe-Japan1; CID+60468
243D0 E0100; Adobe-Japan1; CID+60471
24629 E0100; Adobe-Japan1; CID+60494
246A5 E0100; Adobe-Japan1; CID+60499
247F1 E0100; Adobe-Japan1; CID+60506
24896 E0100; Adobe-Japan1; CID+60510
24A4D E0100; Adobe-Japan1; CID+60595
24B56 E0100; Adobe-Japan1; CID+60634
24B6F E0100; Adobe-Japan1; CID+60636
24C16 E0100; Adobe-Japan1; CID+60639
24D14 E0100; Adobe-Japan1; CID+60646
24E04 E0100; Adobe-Japan1; CID+60650
24E0E E0100; Adobe-Japan1; CID+60651
24E37 E0100; Adobe-Japan1; CID+60652
24E6A E0100; Adobe-Japan1; CID+60655
24E8B E0100; Adobe-Japan1; CID+60656
24FF2 E0100; Adobe-Japan1; CID+60668
2504A E0100; Adobe-Japan1; CID+60670
25055 E0100; Adobe-Japan1; CID+60672
25122 E0100; Adobe-Japan1; CID+60674
251A9 E0100; Adobe-Japan1; CID+60679
251CD E0100; Adobe-Japan1; CID+60680
251E5 E0100; Adobe-Japan1; CID+60682
2521E E0100; Adobe-Japan1; CID+60685
2524C E0100; Adobe-Japan1; CID+60688
2542E E0100; Adobe-Japan1; CID+60701
2548E E0100; Adobe-Japan1; CID+60707
254D9 E0100; Adobe-Japan1; CID+60709
2550E E0100; Adobe-Japan1; CID+60710
255A7 E0100; Adobe-Japan1; CID+60726
2567F E0100; Adobe-Japan1; CID+60735
25771 E0100; Adobe-Japan1; CID+60744
257A9 E0100; Adobe-Japan1; CID+60746
257B4 E0100; Adobe-Japan1; CID+60747
25874 E0100; Adobe-Japan1; CID+60757
259C4 E0100; Adobe-Japan1; CID+60766
259CC E0100; Adobe-Japan1; CID+60767
259D4 E0100; Adobe-Japan1; CID+60769
25AD7 E0100; Adobe-Japan1; CID+60775
25AE3 E0100; Adobe-Japan1; CID+60776
25AE4 E0100; Adobe-Japan1; CID+60777
25AF1 E0100; Adobe-Japan1; CID+60779
25BB2 E0100; Adobe-Japan1; CID+60783
25C4B E0100; Adobe-Japan1; CID+60793
25C64 E0100; Adobe-Japan1; CID+60794
25DA1 E0100; Adobe-Japan1; CID+60805
25E2E E0100; Adobe-Japan1; CID+60808
25E56 E0100; Adobe-Japan1; CID+60811
25E62 E0100; Adobe-Japan1; CID+60812
25E65 E0100; Adobe-Japan1; CID+60813
25EC2 E0100; Adobe-Japan1; CID+60819
25ED8 E0100; Adobe-Japan1; CID+60822
25EE8 E0100; Adobe-Japan1; CID+60824
25F23 E0100; Adobe-Japan1; CID+60826
25F5C E0100; Adobe-Japan1; CID+60828
25FD4 E0100; Adobe-Japan1; CID+60829
25FE0 E0100; Adobe-Japan1; CID+60830
25FFB E0100; Adobe-Japan1; CID+60833
2600C E0100; Adobe-Japan1; CID+60834
26017 E0100; Adobe-Japan1; CID+60835
26060 E0100; Adobe-Japan1; CID+60840
260ED E0100; Adobe-Japan1; CID+60846
26222 E0100; Adobe-Japan1; CID+60858
2626A E0100; Adobe-Japan1; CID+60861
26270 E0100; Adobe-Japan1; CID+60864
26270 E0101; Adobe-Japan1; CID+63104
26286 E0100; Adobe-Japan1; CID+60865
2634C E0100; Adobe-Japan1; CID+60869
26402 E0100; Adobe-Japan1; CID+60875
2667E E0100; Adobe-Japan1; CID+60896
266B0 E0100; Adobe-Japan1; CID+60898
2671D E0100; Adobe-Japan1; CID+60905
268DD E0100; Adobe-Japan1; CID+60921
268EA E0100; Adobe-Japan1; CID+60922
26951 E0100; Adobe-Japan1; CID+60927
2696F E0100; Adobe-Japan1; CID+60929
26999 E0100; Adobe-Japan1; CID+60930
269DD E0100; Adobe-Japan1; CID+60933
26A1E E0100; Adobe-Japan1; CID+60936
26A58 E0100; Adobe-Japan1; CID+60943
26A8C E0100; Adobe-Japan1; CID+60944
26AB7 E0100; Adobe-Japan1; CID+60945
26AFF E0100; Adobe-Japan1; CID+60946
26C29 E0100; Adobe-Japan1; CID+60969
26C73 E0100; Adobe-Japan1; CID+60973
26C9E E0100; Adobe-Japan1; CID+60979
26CDD E0100; Adobe-Japan1; CID+60987
26E40 E0100; Adobe-Japan1; CID+61016
26E65 E0100; Adobe-Japan1; CID+61021
26F94 E0100; Adobe-Japan1; CID+61040
26FF6 E0100; Adobe-Japan1; CID+61046
26FF7 E0100; Adobe-Japan1; CID+61047
26FF8 E0100; Adobe-Japan1; CID+61048
270F4 E0100; Adobe-Japan1; CID+61060
2710D E0100; Adobe-Japan1; CID+61064
27139 E0100; Adobe-Japan1; CID+61068
273DA E0100; Adobe-Japan1; CID+61084
273DB E0100; Adobe-Japan1; CID+61085
273FE E0100; Adobe-Japan1; CID+61086
27410 E0100; Adobe-Japan1; CID+61088
27449 E0100; Adobe-Japan1; CID+61090
27614 E0100; Adobe-Japan1; CID+61104
27615 E0100; Adobe-Japan1; CID+61105
27631 E0100; Adobe-Japan1; CID+61107
27684 E0100; Adobe-Japan1; CID+61113
27693 E0100; Adobe-Japan1; CID+61114
2770E E0100; Adobe-Japan1; CID+61116
27723 E0100; Adobe-Japan1; CID+61118
27752 E0100; Adobe-Japan1; CID+61122
27985 E0100; Adobe-Japan1; CID+61135
279B4 E0100; Adobe-Japan1; CID+61137
27A84 E0100; Adobe-Japan1; CID+61147
27BB3 E0100; Adobe-Japan1; CID+61161
27BBE E0100; Adobe-Japan1; CID+61162
27BC7 E0100; Adobe-Japan1; CID+61163
27C3C E0100; Adobe-Japan1; CID+61167
27CB8 E0100; Adobe-Japan1; CID+61170
27D73 E0100; Adobe-Japan1; CID+61177
27DA0 E0100; Adobe-Japan1; CID+61181
27E10 E0100; Adobe-Japan1; CID+61184
27FB7 E0100; Adobe-Japan1; CID+61190
2808A E0100; Adobe-Japan1; CID+61199
280BB E0100; Adobe-Japan1; CID+61201
28277 E0100; Adobe-Japan1; CID+61218
28282 E0100; Adobe-Japan1; CID+61220
282F3 E0100; Adobe-Japan1; CID+61224
283CD E0100; Adobe-Japan1; CID+61233
2840C E0100; Adobe-Japan1; CID+61236
28455 E0100; Adobe-Japan1; CID+61238
2856B E0100; Adobe-Japan1; CID+61246
285C8 E0100; Adobe-Japan1; CID+61248
285C9 E0100; Adobe-Japan1; CID+61249
286D7 E0100; Adobe-Japan1; CID+61262
286FA E0100; Adobe-Japan1; CID+61265
28946 E0100; Adobe-Japan1; CID+61273
28949 E0100; Adobe-Japan1; CID+61275
2896B E0100; Adobe-Japan1; CID+61280
28987 E0100; Adobe-Japan1; CID+61284
28988 E0100; Adobe-Japan1; CID+61285
289BA E0100; Adobe-Japan1; CID+61291
289BB E0100; Adobe-Japan1; CID+61292
28A1E E0100; Adobe-Japan1; CID+61308
28A29 E0100; Adobe-Japan1; CID+61310
28A43 E0100; Adobe-Japan1; CID+61314
28A71 E0100; Adobe-Japan1; CID+61325
28A99 E0100; Adobe-Japan1; CID+61329
28A99 E01EA; PUA; CID+65497
28ACD E0100; Adobe-Japan1; CID+61337
28ADD E0100; Adobe-Japan1; CID+61339
28AE4 E0100; Adobe-Japan1; CID+61346
28BC1 E0100; Adobe-Japan1; CID+61373
28BEF E0100; Adobe-Japan1; CID+61386
28CDD E0100; Adobe-Japan1; CID+61406
28D10 E0100; Adobe-Japan1; CID+61407
28D71 E0100; Adobe-Japan1; CID+61409
28DFB E0100; Adobe-Japan1; CID+61414
28E17 E0100; Adobe-Japan1; CID+61416
28E1F E0100; Adobe-Japan1; CID+61417
28E36 E0100; Adobe-Japan1; CID+61418
28E89 E0100; Adobe-Japan1; CID+61423
28EEB E0100; Adobe-Japan1; CID+61431
28EF6 E0100; Adobe-Japan1; CID+61432
28F32 E0100; Adobe-Japan1; CID+61433
28FF8 E0100; Adobe-Japan1; CID+61435
292A0 E0100; Adobe-Japan1; CID+61460
292B1 E0100; Adobe-Japan1; CID+61461
29490 E0100; Adobe-Japan1; CID+61467
295CF E0100; Adobe-Japan1; CID+61478
2967F E0100; Adobe-Japan1; CID+61482
296F0 E0100; Adobe-Japan1; CID+61484
29719 E0100; Adobe-Japan1; CID+61485
29719 E0102; Hanyo-Denshi; CID+65498
2974E E01EA; PUA; CID+65499
2974E E01EB; PUA; CID+65500
29750 E0100; Adobe-Japan1; CID+61488
298C6 E0100; Adobe-Japan1; CID+61494
29A72 E0100; Adobe-Japan1; CID+61513
29D4B E0100; Adobe-Japan1; CID+61520
29D4B E0101; Adobe-Japan1; CID+63105
29DDB E0100; Adobe-Japan1; CID+61525
29E15 E0100; Adobe-Japan1; CID+61528
29E3D E0100; Adobe-Japan1; CID+61530
29E3D E0101; Adobe-Japan1; CID+63106
29E49 E0100; Adobe-Japan1; CID+61531
29E8A E0100; Adobe-Japan1; CID+61533
29EC4 E0100; Adobe-Japan1; CID+61537
29EDB E0100; Adobe-Japan1; CID+61538
29EE9 E0100; Adobe-Japan1; CID+61539
29FCE E0100; Adobe-Japan1; CID+61547
29FD7 E0100; Adobe-Japan1; CID+61547
2A01A E0100; Adobe-Japan1; CID+61550
2A02F E0100; Adobe-Japan1; CID+61551
2A082 E0100; Adobe-Japan1; CID+61552
2A0F9 E0100; Adobe-Japan1; CID+61559
2A190 E0100; Adobe-Japan1; CID+61566
2A2B2 E0100; Adobe-Japan1; CID+61579
2A38C E0100; Adobe-Japan1; CID+61588
2A437 E0100; Adobe-Japan1; CID+61592
2A5F1 E0100; Adobe-Japan1; CID+61598
2A5F1 E01EA; PUA; CID+65501
2A602 E0100; Adobe-Japan1; CID+61600
2A61A E0100; Adobe-Japan1; CID+61601
2A61A E0101; Adobe-Japan1; CID+63107
2A6B2 E0100; Adobe-Japan1; CID+61607
2A9E6 E0100; Adobe-Japan1; CID+61611
2B746 E0100; Adobe-Japan1; CID+61655
2B751 E0100; Adobe-Japan1; CID+61656
2B753 E0100; Adobe-Japan1; CID+61657
2B75A E0100; Adobe-Japan1; CID+61658
2B75C E0100; Adobe-Japan1; CID+61659
2B765 E0100; Adobe-Japan1; CID+61660
2B776 E0100; Adobe-Japan1; CID+61661
2B777 E0100; Adobe-Japan1; CID+61662
2B77C E0100; Adobe-Japan1; CID+61663
2B782 E0100; Adobe-Japan1; CID+61664
2B789 E0100; Adobe-Japan1; CID+61665
2B78B E0100; Adobe-Japan1; CID+61666
2B78E E0100; Adobe-Japan1; CID+61667
2B794 E0100; Adobe-Japan1; CID+61668
2B7AC E0100; Adobe-Japan1; CID+61670
2B7AF E0100; Adobe-Japan1; CID+61671
2B7BD E0100; Adobe-Japan1; CID+61672
2B7C9 E0100; Adobe-Japan1; CID+61674
2B7CF E0100; Adobe-Japan1; CID+61675
2B7CF E0101; Moji-Joho; CID+61675
2B7D2 E0100; Adobe-Japan1; CID+61676
2B7D8 E0100; Adobe-Japan1; CID+61677
2B7D8 E0101; Moji-Joho; CID+61677
2B7F0 E0100; Adobe-Japan1; CID+61679
2B80D E0100; Adobe-Japan1; CID+61685
2B817 E0100; Adobe-Japan1; CID+61686
2B81A E0100; Adobe-Japan1; CID+61687
2D544 E0100; Adobe-Japan1; CID+61800
2E278 E0100; Adobe-Japan1; CID+61802
2E569 E0100; Adobe-Japan1; CID+61803
2E6EA E0100; Adobe-Japan1; CID+61804
2E9F2 E0100; Moji-Joho; CID+25532
31350 E0100; Adobe-Japan1; CID+62564
3001 FE00; Standardized_Variants; CID+1397
3001 FE01; Standardized_Variants; CID+63145
3002 FE00; Standardized_Variants; CID+1398
3002 FE01; Standardized_Variants; CID+63146
4E0D FE00; Standardized_Variants; CID+9496
4E32 FE00; Standardized_Variants; CID+9551
4E39 FE00; Standardized_Variants; CID+9560
4E82 FE00; Standardized_Variants; CID+9653
4E86 FE00; Standardized_Variants; CID+9660
4EAE FE00; Standardized_Variants; CID+9725
4EC0 FE00; Standardized_Variants; CID+9756
4EE4 FE00; Standardized_Variants; CID+9808
4F86 FE00; Standardized_Variants; CID+10047
4F8B FE00; Standardized_Variants; CID+10054
4FAE FE00; Standardized_Variants; CID+58912
4FBB FE00; Standardized_Variants; CID+10130
4FBF FE00; Standardized_Variants; CID+10136
502B FE00; Standardized_Variants; CID+10320
50DA FE00; Standardized_Variants; CID+10639
50E7 FE00; Standardized_Variants; CID+58913
50E7 FE01; Standardized_Variants; CID+10664
5145 FE00; Standardized_Variants; CID+10840
514D FE00; Standardized_Variants; CID+58914
5168 FE00; Standardized_Variants; CID+10898
5169 FE00; Standardized_Variants; CID+10900
516D FE00; Standardized_Variants; CID+10911
51B7 FE00; Standardized_Variants; CID+11016
51C9 FE00; Standardized_Variants; CID+11046
51CC FE00; Standardized_Variants; CID+11054
51DC FE00; Standardized_Variants; CID+11082
51DE FE00; Standardized_Variants; CID+58880
5207 FE00; Standardized_Variants; CID+11145
5217 FE00; Standardized_Variants; CID+11163
5229 FE00; Standardized_Variants; CID+11189
523A FE00; Standardized_Variants; CID+11212
5277 FE00; Standardized_Variants; CID+11309
5289 FE00; Standardized_Variants; CID+11340
529B FE00; Standardized_Variants; CID+11377
52A3 FE00; Standardized_Variants; CID+11385
52C9 FE00; Standardized_Variants; CID+58915
52D2 FE00; Standardized_Variants; CID+11454
52DE FE00; Standardized_Variants; CID+11473
52E4 FE00; Standardized_Variants; CID+58916
52F5 FE00; Standardized_Variants; CID+11509
5317 FE00; Standardized_Variants; CID+11566
533F FE00; Standardized_Variants; CID+11649
5351 FE00; Standardized_Variants; CID+58917
5375 FE00; Standardized_Variants; CID+11725
53C3 FE00; Standardized_Variants; CID+11848
53E5 FE00; Standardized_Variants; CID+11904
5406 FE00; Standardized_Variants; CID+61813
540F FE00; Standardized_Variants; CID+11958
541D FE00; Standardized_Variants; CID+11975
5442 FE00; Standardized_Variants; CID+12042
54A2 FE00; Standardized_Variants; CID+61815
54BD FE00; Standardized_Variants; CID+12218
5587 FE00; Standardized_Variants; CID+12520
559D FE00; Standardized_Variants; CID+58918
55B3 FE00; Standardized_Variants; CID+12603
5606 FE00; Standardized_Variants; CID+58919
5668 FE00; Standardized_Variants; CID+58920
56F9 FE00; Standardized_Variants; CID+13179
5831 FE00; Standardized_Variants; CID+13653
5840 FE00; Standardized_Variants; CID+58921
585A FE00; Standardized_Variants; CID+58874
585E FE00; Standardized_Variants; CID+13729
58A8 FE00; Standardized_Variants; CID+58922
58D8 FE00; Standardized_Variants; CID+13938
58DF FE00; Standardized_Variants; CID+13954
5948 FE00; Standardized_Variants; CID+14119
5951 FE00; Standardized_Variants; CID+58855
5973 FE00; Standardized_Variants; CID+14197
59D8 FE00; Standardized_Variants; CID+14446
5A27 FE00; Standardized_Variants; CID+14644
5B85 FE00; Standardized_Variants; CID+15453
5BD8 FE00; Standardized_Variants; CID+15620
5BE7 FE00; Standardized_Variants; CID+62232
5BE7 FE01; Standardized_Variants; CID+62232
5BEE FE00; Standardized_Variants; CID+15675
5C3F FE00; Standardized_Variants; CID+15807
5C62 FE00; Standardized_Variants; CID+15861
5C64 FE00; Standardized_Variants; CID+58923
5C65 FE00; Standardized_Variants; CID+15869
5C6E FE00; Standardized_Variants; CID+58924
5C6E FE01; Standardized_Variants; CID+15885
5D19 FE00; Standardized_Variants; CID+16219
5D50 FE00; Standardized_Variants; CID+16337
5DBA FE00; Standardized_Variants; CID+16563
5E28 FE00; Standardized_Variants; CID+16739
5E74 FE00; Standardized_Variants; CID+16855
5EA6 FE00; Standardized_Variants; CID+16945
5EC9 FE00; Standardized_Variants; CID+58865
5ECA FE00; Standardized_Variants; CID+58858
5ED3 FE00; Standardized_Variants; CID+17040
5EEC FE00; Standardized_Variants; CID+17097
5F04 FE00; Standardized_Variants; CID+17143
5F22 FE00; Standardized_Variants; CID+61823
